steering_angle,waypoint1_lat,waypoint1_lon,waypoint2_lat,waypoint2_lon,waypoint3_lat,waypoint3_lon,waypoint4_lat,waypoint4_lon,waypoint5_lat,waypoint5_lon,waypoint6_lat,waypoint6_lon,waypoint7_lat,waypoint7_lon,waypoint8_lat,waypoint8_lon,waypoint9_lat,waypoint9_lon
0.0,4.970429980219282e-06,2.0399844362863626,0.06142792775831889,5.437665286131204,0.6768681841268372,8.779054055637587,1.3578234140537444,12.11011450806321,2.0388170380772235,15.441215097583136,2.7197914646312404,18.772295618631844,3.3365775755626985,22.11393373240832,2.733626129924736,25.397808379113254,0.2785537425606413,27.688657436151935
0.0,5.7990210948584615e-06,2.3799818418658663,0.09877282993545336,5.775574649470611,0.7449478978514238,9.11214286265011,1.425920870288919,12.443222312881318,2.1069144803850097,15.774323149104735,2.7878702578612726,19.105384397327263,3.366774531358136,22.452577298410457,2.5559425854493134,25.687571314353804,-0.021108934181405886,27.849251668826124
0.0,6.627014185430922e-06,2.719979247810596,0.14344873505359626,6.112617626837529,0.8130630693017198,9.445270159798051,1.4940175311716533,12.776327326789591,2.1750119239640875,16.10743120192132,2.855986351676983,19.43851172272423,3.383665885096375,22.79207156369801,2.3593332926314976,25.96487438916431,-0.3275148340745998,27.99651129299572
0.0,7.454409252155283e-06,3.059976653838466,0.1954126707609806,6.448613108862536,0.8811605112154762,9.778378211968995,1.562109411276994,13.109431119542794,2.2431093661695503,16.440539253860287,2.9240837936523985,19.77161977488184,3.37710370077363,23.131964063358527,2.1447255728045045,26.228434786239546,-0.640093006376349,28.130170787259676
0.0,8.26240308976906e-06,3.3999743200838184,0.25466015528127495,6.78342292080737,0.9492394116093475,10.11146703964727,1.630232381620606,13.442566785096021,2.31120680884665,16.773647306085874,2.99218123605897,20.104727827003117,3.355638175469321,23.471220958639176,1.9130137550347281,26.477144834441443,-0.9582197267703977,28.249954098196824
0.0,9.111678817368274e-06,3.7399714658106933,0.321125803297737,7.116852422067211,1.0173553987968176,10.444594316180812,1.6983298240639326,13.775674836838455,2.3792850731697324,17.106732218233795,3.060278678005335,20.437835879161852,3.3139770628669103,23.808479698322316,1.6652850959834817,26.709837687751854,-1.2813225368862766,28.355666467878603
0.0,9.941553315992142e-06,4.0799688718105545,0.3947782140790137,7.448745135115164,1.0854347282116257,10.777683327838744,1.7664081352633254,14.10876268563794,2.4474016936467438,17.43986341042435,3.128376121190003,20.770943931177506,3.2408606328426948,24.140425362130372,1.4025667946109635,26.925548713116214,-1.6087755389204326,28.447102925629725
0.0,1.0769120389628814e-05,4.419966277823515,0.4725205298966063,7.779716968733259,1.1535502811557325,11.11081042033909,1.8345058434411026,14.441871381332753,2.5154991374901208,17.772971462274274,3.196473563114547,21.10405198333208,3.1457771164267374,24.466783494891637,1.1311877016621836,27.130259448827704,-1.939884617989069,28.524031373287787
0.0,0.008695323712291852,4.759773919815732,0.5406732979976558,8.112837951444414,1.2216291070667247,11.44389900492649,1.9026028529306551,14.774978160422771,2.5835965791918736,18.10607951478843,3.2540978434398813,21.439049038673534,3.0292103215351167,24.78604622502191,0.8552276332368848,27.328842166786362,-2.2741010783647946,28.58638235326717
0.0,0.03136994945338269,5.0989811388114505,0.608749460484562,8.44592117128742,1.2897249154916643,11.777005422404313,1.970719593624334,15.108107045425522,2.6516747596603722,18.439167357273742,3.2990149078502453,21.776025666914617,2.8916158648828225,25.096854727258506,0.5708535110589782,27.5150762977666,-2.6107096616541794,28.633975575916548
0.0,4.808891588697085e-06,2.03998443586524,0.09877157262720174,5.435577251138972,0.7449463780152801,8.772145515367669,1.425919088356909,12.103225018473108,2.1069124363408216,15.434325909419849,2.7878679517323346,18.765387211371184,3.366771961851727,22.11258015810734,2.555939761401654,25.34757410961306,-0.021111928337613328,27.50925426116342
0.0,5.610132287771566e-06,2.37998184207421,0.14344745122566804,5.7726202321482605,0.813061523251835,9.105272817754642,1.4940157230353464,12.436330038432722,2.1750098537113343,15.767433967122923,2.8559840193359447,19.09851454161051,3.3836632888460922,22.452074423851943,2.359330446749123,25.62487716877192,-0.32751783981739424,27.656513861188287
0.0,6.410774963406807e-06,2.719979247837966,0.1954113604954982,6.108615718137125,0.8811589389527454,9.438380875337819,1.5621075769302464,12.769433836481324,2.2431072697196206,16.100542024509277,2.9240814350860953,19.431622598906905,3.3771010777917922,22.791966922839354,2.1447227061886887,25.888437549869185,-0.6400960226353746,27.79017333085085
0.0,7.192016389309452e-06,3.0599769142955124,0.2546588186707253,6.44342553481194,0.949237813128162,9.771469708263421,1.6302305210504864,13.10256950668645,2.3112046861694235,16.43365008186444,2.9921788512744842,19.76473065636726,3.3556355258107575,23.131223816219993,1.9130108688372343,26.13714757884661,-0.9582227524563238,27.909956616849968
0.0,8.014539745037054e-06,3.3999740600284705,0.3211244404535126,6.7768550413677655,1.0173537741108292,10.104596990260186,1.698327937292182,13.43567756474012,2.379282924287719,16.76673499976006,3.0602762670049573,20.097838713226405,3.3139743866505462,23.468482552990938,1.6652821914787044,26.369840412676687,-1.281325570884998,28.015668960985206
0.0,8.817661852229532e-06,3.7399714658102456,0.394776825121692,7.108747760186413,1.085433077326959,10.437686007275559,1.7664062222758727,13.768765418783753,2.447399518527705,17.099866196839297,3.128373683995012,20.430946772145166,3.240857930525245,23.800428211193594,1.4025638731348578,26.585551417238353,-1.6087785801207846,28.107105393094585
